id,answer_format,is_mcq,primary_category,category_tag_parse_ok,category_tag_source,statistics_probability,calculus,geometry_trig,linear_algebra,discrete_algorithm,arithmetic_algebra,applied_word_problem,general_math
168,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
169,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
170,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
171,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
172,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
173,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
174,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
175,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
176,mcq,True,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
177,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
178,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
179,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
180,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
181,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
182,mcq,True,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
183,free_form,False,arithmetic_algebra,True,rule_override_general_math,0,0,0,0,0,1,0,0
184,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
185,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
186,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
187,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
188,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
189,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
190,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
191,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
192,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
193,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
194,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
195,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
196,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
197,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
198,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
199,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
200,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
201,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
202,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
203,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
204,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
205,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
206,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
207,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
208,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
209,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
210,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
211,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
212,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
213,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
214,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
215,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
216,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
217,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
218,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
219,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
220,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
221,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
222,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
223,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
224,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
225,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
226,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
227,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
228,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
229,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
230,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
231,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
232,mcq,True,discrete_algorithm,True,rule_override_general_math,0,0,0,0,1,0,0,0
233,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
234,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
235,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
236,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
237,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
238,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
239,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
240,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
241,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
242,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
243,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
244,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
245,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
246,mcq,True,discrete_algorithm,True,rule_override_general_math,0,0,0,0,1,0,0,0
247,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
248,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
249,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
250,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
251,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
252,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
253,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
254,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
255,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
256,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
257,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
258,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
259,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
260,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
261,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
262,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
263,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
264,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
265,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
266,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
267,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
268,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
269,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
270,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
271,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
272,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
273,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
274,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
275,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
276,mcq,True,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
277,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
278,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
279,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
280,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
281,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
282,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
283,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
284,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
285,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
286,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
287,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
288,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
289,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
290,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
291,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
292,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
293,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
294,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
295,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
296,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
297,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
298,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
299,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
300,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
301,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
302,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
303,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
304,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
305,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
306,mcq,True,discrete_algorithm,True,rule_override_general_math,0,0,0,0,1,0,0,0
307,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
308,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
309,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
310,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
311,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
312,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
313,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
314,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
315,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
316,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
317,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
318,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
319,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
320,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
321,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
322,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
323,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
324,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
325,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
326,free_form,False,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
327,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
328,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
329,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
330,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
331,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
332,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
333,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
334,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
335,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
336,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
337,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
338,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
339,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
340,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
341,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
342,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
343,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
344,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
345,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
