id,answer_format,is_mcq,primary_category,category_tag_parse_ok,category_tag_source,statistics_probability,calculus,geometry_trig,linear_algebra,discrete_algorithm,arithmetic_algebra,applied_word_problem,general_math
40,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
41,free_form,False,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
42,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
43,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
44,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
45,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
46,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
47,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
48,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
49,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
50,free_form,False,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
51,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
52,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
53,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
54,free_form,False,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
55,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
56,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
57,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
58,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
59,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
60,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
61,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
62,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
63,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
64,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
65,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
66,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
67,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
68,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
69,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
70,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
71,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
72,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
73,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
74,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
75,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
76,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
77,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
78,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
79,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
80,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
81,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
82,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
83,free_form,False,general_math,True,qwen_json,0,0,0,0,0,0,0,1
84,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
85,mcq,True,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
86,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
87,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
88,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
89,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
90,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
91,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
92,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
93,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
94,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
95,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
96,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
97,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
98,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
99,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
100,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
101,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
102,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
103,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
104,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
105,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
106,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
107,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
108,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
109,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
110,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
111,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
112,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
113,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
114,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
115,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
116,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
117,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
118,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
119,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
120,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
121,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
122,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
123,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
124,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
125,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
126,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
127,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
128,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
129,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
130,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
131,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
132,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
133,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
134,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
135,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
136,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
137,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
138,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
139,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
140,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
141,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
142,free_form,False,applied_word_problem,True,rule_override_general_math,0,0,0,0,0,0,1,0
143,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
144,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
145,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
146,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
147,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
148,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
149,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
150,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
151,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
152,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
153,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
154,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
155,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
156,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
157,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
158,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
159,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
160,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
161,free_form,False,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
162,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
163,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
164,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
165,mcq,True,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
166,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
167,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
168,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
169,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
170,mcq,True,general_math,True,qwen_json,0,0,0,0,0,0,0,1
171,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
172,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
173,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
174,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
175,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
176,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
177,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
178,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
179,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
180,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
181,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
182,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
183,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
184,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
185,free_form,False,calculus,True,qwen_json,0,1,0,0,0,0,0,0
186,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
187,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
188,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
189,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
190,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
191,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
192,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
193,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
194,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
195,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
196,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
197,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
198,free_form,False,discrete_algorithm,True,rule_override_general_math,0,0,0,0,1,0,0,0
199,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
200,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
201,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
202,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
203,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
204,mcq,True,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
205,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
206,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
207,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
208,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
209,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
210,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
211,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
212,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
213,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
214,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
215,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
216,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
217,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
218,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
219,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
220,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
221,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
222,mcq,True,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
223,mcq,True,discrete_algorithm,True,rule_override_general_math,0,0,0,0,1,0,0,0
224,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
225,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
226,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
227,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
228,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
229,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
230,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
231,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
232,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
233,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
234,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
235,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
236,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
237,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
238,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
239,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
240,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
241,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
242,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
243,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
244,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
245,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
246,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
247,free_form,False,calculus,True,qwen_json,0,1,0,0,0,0,0,0
248,free_form,False,statistics_probability,True,rule_override_general_math,1,0,0,0,0,0,0,0
249,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
250,free_form,False,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
251,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
252,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
253,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
254,mcq,True,statistics_probability,True,rule_override_general_math,1,0,0,0,0,0,0,0
255,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
256,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
257,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
258,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
259,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
260,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
261,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
262,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
263,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
264,free_form,False,calculus,True,qwen_json,0,1,0,0,0,0,0,0
265,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
266,mcq,True,discrete_algorithm,True,rule_override_general_math,0,0,0,0,1,0,0,0
267,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
268,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
269,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
270,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
271,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
272,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
273,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
274,mcq,True,discrete_algorithm,True,rule_override_general_math,0,0,0,0,1,0,0,0
275,free_form,False,general_math,True,qwen_json,0,0,0,0,0,0,0,1
276,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
277,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
278,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
279,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
280,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
281,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
282,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
283,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
284,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
285,free_form,False,general_math,True,qwen_json,0,0,0,0,0,0,0,1
286,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
287,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
288,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
289,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
290,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
291,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
292,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
293,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
294,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
295,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
296,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
297,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
298,mcq,True,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
299,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
300,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
301,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
302,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
303,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
304,mcq,True,calculus,True,rule_override_general_math,0,1,0,0,0,0,0,0
305,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
306,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
307,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
308,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
309,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
310,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
311,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
312,free_form,False,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
313,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
314,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
315,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
316,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
317,mcq,True,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
318,free_form,False,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
319,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
320,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
321,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
322,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
323,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
324,mcq,True,discrete_algorithm,True,qwen_json,0,0,0,0,1,0,0,0
325,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
326,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
327,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
328,free_form,False,applied_word_problem,True,qwen_json,0,0,0,0,0,0,1,0
329,mcq,True,geometry_trig,True,rule_override_general_math,0,0,1,0,0,0,0,0
330,free_form,False,calculus,True,qwen_json,0,1,0,0,0,0,0,0
331,mcq,True,geometry_trig,True,qwen_json,0,0,1,0,0,0,0,0
332,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
333,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
334,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
335,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
336,mcq,True,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
337,mcq,True,linear_algebra,True,qwen_json,0,0,0,1,0,0,0,0
338,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
339,mcq,True,calculus,True,qwen_json,0,1,0,0,0,0,0,0
340,free_form,False,statistics_probability,True,qwen_json,1,0,0,0,0,0,0,0
341,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
342,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
343,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
344,free_form,False,arithmetic_algebra,True,qwen_json,0,0,0,0,0,1,0,0
